date,restaurant,planned_hours,actual_hours,budget,sells
2016-06-13,Noodle Bar,226,154,3082.58,3445.71
2016-06-13,Jack Rabbit,179,50,1020.71,1544.81
2016-06-14,Copacabana,103,275,114.2,809.51
2016-06-14,Noodle Bar,10,9,3181.0,853.21
2016-06-14,Jack Rabbit,9,122,3227.1,1574.99
2016-06-15,Copacabana,87,143,2411.88,2728.1
2016-06-15,Noodle Bar,242,266,721.54,1633.5
2016-06-15,Jack Rabbit,292,120,2476.66,4780.48
2016-06-16,Copacabana,165,104,834.54,2893.81
2016-06-16,Noodle Bar,294,148,1178.67,4130.44
2016-06-16,Jack Rabbit,251,79,2450.88,2944.59
2016-06-17,Copacabana,36,173,523.63,2723.59
2016-06-17,Noodle Bar,84,2,2280.99,690.46
2016-06-17,Jack Rabbit,268,154,3772.31,1973.04
2016-06-18,Copacabana,268,151,2887.3,1463.33
2016-06-18,Noodle Bar,162,193,1628.77,1235.2
2016-06-18,Jack Rabbit,48,105,2141.26,1098.87
2016-06-19,Copacabana,259,76,3779.25,4420.11
2016-06-19,Noodle Bar,257,21,2173.17,85.12
2016-06-19,Jack Rabbit,60,27,1364.51,428.57
2016-06-20,Copacabana,268,0,4172.93,1424.87
2016-06-20,Noodle Bar,25,81,4014.95,4341.65
2016-06-20,Jack Rabbit,32,291,3107.89,3572.11
2016-06-21,Copacabana,191,195,626.41,1903.52
2016-06-21,Noodle Bar,221,86,4755.57,4998.09
2016-06-21,Jack Rabbit,279,119,1851.16,1638.46
2016-06-22,Copacabana,70,158,1921.61,4580.57
2016-06-22,Noodle Bar,159,254,546.93,1145.35
2016-06-22,Jack Rabbit,185,227,3890.02,2304.32
2016-06-23,Copacabana,133,94,4263.66,3132.14
2016-06-23,Noodle Bar,127,196,3229.88,3219.77
2016-06-23,Jack Rabbit,273,243,2254.2,2655.91
2016-06-24,Copacabana,270,190,2492.2,2478.65
2016-06-24,Noodle Bar,82,234,4841.03,2780.73
2016-06-24,Jack Rabbit,59,290,574.01,120.5
2016-06-25,Copacabana,198,277,709.53,305.59
2016-06-25,Noodle Bar,65,180,2031.05,765.73
2016-06-25,Jack Rabbit,255,207,4899.32,2449.06
2016-06-26,Copacabana,171,99,4404.0,3104.93
2016-06-26,Noodle Bar,75,147,4033.69,1529.15
2016-06-26,Jack Rabbit,298,149,526.06,4816.85
2016-06-27,Copacabana,137,278,4674.04,1258.59
2016-06-27,Noodle Bar,299,163,1249.98,2821.45
2016-06-27,Jack Rabbit,283,182,3587.6,4326.68
2016-06-28,Copacabana,243,191,2577.95,1712.79
2016-06-28,Noodle Bar,104,185,2573.62,4242.44
2016-06-28,Jack Rabbit,157,240,1765.77,1957.94
2016-06-29,Copacabana,142,89,1724.51,959.46
2016-06-29,Noodle Bar,147,60,4529.48,4055.29
2016-06-29,Jack Rabbit,125,49,169.4,2818.25
2016-06-30,Copacabana,217,31,3834.99,4478.15
2016-06-30,Noodle Bar,58,107,67.96,2527.93
2016-06-30,Jack Rabbit,71,231,1043.7,4813.21
2016-07-01,Copacabana,201,14,932.0,19.54
2016-07-01,Noodle Bar,212,75,3798.02,1975.85
2016-07-01,Jack Rabbit,275,269,3591.13,1124.3
2016-07-02,Copacabana,295,276,3822.85,4615.22
2016-07-02,Noodle Bar,94,12,1814.91,3499.72
2016-07-02,Jack Rabbit,51,183,487.79,1811.13
2016-07-03,Copacabana,245,171,3825.74,2027.36
2016-07-03,Noodle Bar,54,75,317.14,370.91
2016-07-03,Jack Rabbit,181,224,3603.76,39.07
2016-07-04,Copacabana,147,140,2100.03,4108.2
2016-07-04,Noodle Bar,147,159,1980.0,366.4
2016-07-04,Jack Rabbit,255,40,3751.36,1986.46
2016-07-05,Copacabana,133,249,1375.06,1698.11
2016-07-05,Noodle Bar,3,244,1049.05,2765.7
2016-07-05,Jack Rabbit,5,135,858.23,2074.67
2016-07-06,Copacabana,129,163,4848.64,3310.91
2016-07-06,Noodle Bar,87,271,724.89,1981.94
2016-07-06,Jack Rabbit,221,204,3540.83,3930.95
2016-07-07,Copacabana,234,125,3857.45,391.78
2016-07-07,Noodle Bar,74,145,408.67,219.8
2016-07-07,Jack Rabbit,77,139,2836.84,3690.43
2016-07-08,Copacabana,167,68,3360.02,125.88
2016-07-08,Noodle Bar,8,12,3415.28,5.98
2016-07-08,Jack Rabbit,224,154,4028.76,4676.9
2016-07-09,Copacabana,3,214,1714.06,2779.86
2016-07-09,Noodle Bar,52,58,4308.43,1836.36
2016-07-09,Jack Rabbit,173,129,4600.41,4247.8
2016-07-10,Copacabana,141,241,3416.18,3790.06
2016-07-10,Noodle Bar,213,264,3482.12,715.23
2016-07-10,Jack Rabbit,127,147,4963.77,87.48
2016-07-11,Copacabana,106,112,2743.18,494.23
2016-07-11,Noodle Bar,200,229,472.02,4799.5
2016-07-11,Jack Rabbit,280,64,2926.1,4126.11
2016-07-12,Copacabana,286,247,3321.88,2681.19
2016-07-12,Noodle Bar,137,141,4978.12,464.14
2016-07-12,Jack Rabbit,33,278,403.99,1021.7
2016-07-13,Copacabana,81,53,4107.87,1206.69
2016-07-13,Noodle Bar,264,52,682.98,1707.49
2016-07-13,Jack Rabbit,112,273,1427.04,1978.48
2016-07-14,Copacabana,157,38,4779.28,1747.66
2016-07-14,Noodle Bar,146,209,4520.59,4845.98
2016-07-14,Jack Rabbit,281,279,1244.12,530.77
2016-07-15,Copacabana,258,146,21.63,2714.66
2016-07-15,Noodle Bar,63,223,1363.68,4117.61
2016-07-15,Jack Rabbit,174,196,2913.26,1929.17
2016-07-16,Copacabana,66,98,3159.63,965.71
2016-07-16,Noodle Bar,50,221,3536.32,4806.15
2016-07-16,Jack Rabbit,299,279,2362.12,4382.59
2016-07-17,Copacabana,98,113,3433.88,4682.54
2016-07-17,Noodle Bar,131,291,86.04,239.46
2016-07-17,Jack Rabbit,217,103,596.8,232.53
2016-07-18,Copacabana,236,33,676.65,1758.32
2016-07-18,Noodle Bar,84,32,2339.67,1161.37
2016-07-18,Jack Rabbit,249,166,1625.15,3555.68
2016-07-19,Copacabana,231,125,2555.54,4042.23
2016-07-19,Noodle Bar,283,139,4879.07,410.58
2016-07-19,Jack Rabbit,170,300,2571.36,1576.88
2016-07-20,Copacabana,21,124,2736.12,3835.27
2016-07-20,Noodle Bar,36,216,4210.22,4178.64
2016-07-20,Jack Rabbit,279,131,432.31,136.07
2016-07-21,Copacabana,204,49,1847.58,1898.63
2016-07-21,Noodle Bar,9,188,4355.01,4351.06
2016-07-21,Jack Rabbit,34,58,445.92,1860.26
2016-07-22,Copacabana,269,123,1741.09,3480.55
2016-07-22,Noodle Bar,56,285,3286.59,1265.73
2016-07-22,Jack Rabbit,223,273,4054.92,4170.4
2016-07-23,Copacabana,283,173,899.81,1783.28
2016-07-23,Noodle Bar,29,87,1854.81,2145.86
2016-07-23,Jack Rabbit,114,198,3482.66,4286.09
2016-07-24,Copacabana,4,19,4658.68,3764.62
2016-07-24,Noodle Bar,18,137,2912.03,2837.37
2016-07-24,Jack Rabbit,272,81,10.92,1818.21
2016-07-25,Copacabana,76,225,3914.17,3858.76
2016-07-25,Noodle Bar,244,295,3259.04,1376.69
2016-07-25,Jack Rabbit,236,98,532.51,2754.75
2016-07-26,Copacabana,50,78,3122.17,14.69
2016-07-26,Noodle Bar,26,226,2894.55,2645.33
2016-07-26,Jack Rabbit,262,1,2312.47,3383.62
2016-07-27,Copacabana,140,209,1320.81,845.81
2016-07-27,Noodle Bar,169,37,4062.08,808.43
2016-07-27,Jack Rabbit,257,16,961.71,3405.51
2016-07-28,Copacabana,31,13,1251.97,4278.69
2016-07-28,Noodle Bar,218,86,2945.74,3786.73
2016-07-28,Jack Rabbit,176,234,3887.28,3494.7
2016-07-29,Copacabana,226,168,3597.52,1319.49
2016-07-29,Noodle Bar,288,227,4241.46,2094.72
2016-07-29,Jack Rabbit,27,77,752.84,715.94
2016-07-30,Copacabana,63,34,2947.99,4231.37
2016-07-30,Noodle Bar,38,85,1477.2,2435.54
2016-07-30,Jack Rabbit,97,133,406.36,3756.43
2016-07-31,Copacabana,151,13,4627.22,3154.12
2016-07-31,Noodle Bar,146,140,1988.44,3010.26
2016-07-31,Jack Rabbit,296,185,1517.02,4421.09
2016-08-01,Copacabana,110,104,2312.29,3192.12
2016-08-01,Noodle Bar,241,139,3471.3,3879.7
2016-08-01,Jack Rabbit,47,254,3714.34,1930.16
2016-08-02,Copacabana,182,214,706.26,4389.69
2016-08-02,Noodle Bar,205,223,2887.0,982.46
2016-08-02,Jack Rabbit,27,28,1161.85,2423.42
2016-08-03,Copacabana,8,85,1703.84,2413.76
2016-08-03,Noodle Bar,22,192,1283.8,1684.53
2016-08-03,Jack Rabbit,231,186,2469.92,3327.92
2016-08-04,Copacabana,11,87,2760.49,1261.27
2016-08-04,Noodle Bar,109,152,3294.73,4593.5
2016-08-04,Jack Rabbit,41,83,2516.32,3394.56
2016-08-05,Copacabana,180,145,4362.08,1798.33
2016-08-05,Noodle Bar,25,140,4313.01,4577.61
2016-08-05,Jack Rabbit,167,178,3602.09,541.52
2016-08-06,Copacabana,45,145,3724.27,1607.77
2016-08-06,Noodle Bar,244,169,1860.51,962.16
2016-08-06,Jack Rabbit,221,249,2051.69,4704.88
2016-08-07,Copacabana,5,261,1275.91,3046.0
2016-08-07,Noodle Bar,43,107,4474.5,4251.51
2016-08-07,Jack Rabbit,120,161,1284.03,205.28
2016-08-08,Copacabana,143,164,3364.69,4943.08
2016-08-08,Noodle Bar,294,200,1022.04,3620.1
2016-08-08,Jack Rabbit,134,240,4366.35,4124.84
2016-08-09,Copacabana,213,24,518.81,635.68
2016-08-09,Noodle Bar,54,279,838.57,755.92
2016-08-09,Jack Rabbit,290,96,2886.53,739.41
2016-08-10,Copacabana,230,116,1421.36,3511.11
2016-08-10,Noodle Bar,224,261,4633.69,4509.64
2016-08-10,Jack Rabbit,80,249,2584.93,1291.94
2016-08-11,Copacabana,233,75,2216.04,804.36
2016-08-11,Noodle Bar,103,88,1471.74,52.58
2016-08-11,Jack Rabbit,64,283,2966.59,695.11
2016-08-12,Copacabana,263,78,4622.35,1555.91
2016-08-12,Noodle Bar,150,252,3004.77,1907.38
2016-08-12,Jack Rabbit,126,166,231.75,2417.24
2016-08-13,Copacabana,180,6,120.68,4301.58
2016-08-13,Noodle Bar,14,27,4661.09,2448.64
2016-08-13,Jack Rabbit,111,199,3409.65,4106.8
2016-08-14,Copacabana,62,24,1847.36,1617.82
2016-08-14,Noodle Bar,179,32,1610.78,1888.27
2016-08-14,Jack Rabbit,57,292,3652.99,853.12
2016-08-15,Copacabana,164,196,44.42,172.58
2016-08-15,Noodle Bar,266,138,3840.16,25.89
2016-08-15,Jack Rabbit,27,75,2895.18,4912.45
2016-08-16,Copacabana,99,204,3294.95,2744.54
2016-08-16,Noodle Bar,177,138,3086.66,676.68
2016-08-16,Jack Rabbit,238,277,2319.92,2582.62
2016-08-17,Copacabana,9,224,1698.36,3065.33
2016-08-17,Noodle Bar,51,19,4718.21,2612.77
2016-08-17,Jack Rabbit,157,27,672.44,2.05
2016-08-18,Copacabana,149,216,1044.15,3479.62
2016-08-18,Noodle Bar,274,169,4958.86,4989.02
2016-08-18,Jack Rabbit,177,27,3148.09,1007.53
2016-08-19,Copacabana,184,103,1861.92,643.02
2016-08-19,Noodle Bar,46,263,1649.82,4446.86
2016-08-19,Jack Rabbit,114,87,3729.11,2845.69
2016-08-20,Copacabana,295,72,2544.35,1019.17
2016-08-20,Noodle Bar,175,268,4707.92,2766.41
2016-08-20,Jack Rabbit,118,288,2865.49,829.93
2016-08-21,Copacabana,3,168,309.24,360.01
2016-08-21,Noodle Bar,109,3,1754.68,695.09
2016-08-21,Jack Rabbit,0,194,2045.82,3146.96
2016-08-22,Copacabana,51,65,542.41,637.69
2016-08-22,Noodle Bar,38,253,4027.95,2349.72
2016-08-22,Jack Rabbit,211,138,2491.3,4821.01
2016-08-23,Copacabana,181,259,3267.98,3416.12
2016-08-23,Noodle Bar,103,280,1613.44,3227.01
2016-08-23,Jack Rabbit,218,132,4950.13,1606.04
2016-08-24,Copacabana,170,90,4433.99,3081.32
2016-08-24,Noodle Bar,58,130,4934.44,48.32
2016-08-24,Jack Rabbit,32,56,1377.62,4858.51
2016-08-25,Copacabana,219,203,2660.38,4507.21
2016-08-25,Noodle Bar,137,11,3136.39,854.87
2016-08-25,Jack Rabbit,20,202,3001.14,3194.39
2016-08-26,Copacabana,86,29,1468.11,1285.3
2016-08-26,Noodle Bar,194,90,2297.21,3940.83
2016-08-26,Jack Rabbit,227,155,713.37,3947.26
2016-08-27,Copacabana,292,76,3753.47,1510.37
2016-08-27,Noodle Bar,108,18,4041.43,2354.57
2016-08-27,Jack Rabbit,53,17,3379.66,3100.69
2016-08-28,Copacabana,82,8,686.87,1748.16
2016-08-28,Noodle Bar,89,219,1240.29,3820.71
2016-08-28,Jack Rabbit,194,53,3661.26,206.92
2016-08-29,Copacabana,51,223,2989.8,1016.97
2016-08-29,Noodle Bar,57,176,330.11,2923.42
2016-08-29,Jack Rabbit,95,30,747.54,2935.62
2016-08-30,Copacabana,183,271,2456.59,3636.12
2016-08-30,Noodle Bar,112,73,861.83,4801.63
2016-08-30,Jack Rabbit,47,268,4268.66,4602.19
2016-08-31,Copacabana,31,149,2166.72,1795.0
2016-08-31,Noodle Bar,60,2,219.17,1412.3
2016-08-31,Jack Rabbit,264,116,3643.51,680.88
2016-09-01,Copacabana,101,102,1326.66,1428.97
2016-09-01,Noodle Bar,171,176,89.77,41.98
2016-09-01,Jack Rabbit,129,107,1740.56,1762.05
2016-09-02,Copacabana,206,164,3623.11,872.3
2016-09-02,Noodle Bar,256,259,1374.95,4134.23
2016-09-02,Jack Rabbit,179,161,4503.85,1089.37
2016-09-03,Copacabana,277,102,1880.38,890.76
2016-09-03,Noodle Bar,130,291,2197.56,2434.28
2016-09-03,Jack Rabbit,54,240,1129.44,1094.76
2016-09-04,Copacabana,13,171,2692.7,1121.01
2016-09-04,Noodle Bar,245,50,1735.92,3214.56
2016-09-04,Jack Rabbit,68,73,2971.16,1286.0
2016-09-05,Copacabana,275,133,171.57,150.33
2016-09-05,Noodle Bar,185,58,1095.1,4403.13
2016-09-05,Jack Rabbit,136,119,2867.33,4629.2
2016-09-06,Copacabana,226,204,695.02,1211.49
2016-09-06,Noodle Bar,295,287,1920.39,4335.36
2016-09-06,Jack Rabbit,222,86,3902.18,3548.6
2016-09-07,Copacabana,121,259,4877.46,2209.85
2016-09-07,Noodle Bar,120,204,4303.31,18.0
2016-09-07,Jack Rabbit,211,49,1268.94,2996.38
2016-09-08,Copacabana,286,230,265.1,419.02
2016-09-08,Noodle Bar,9,112,216.49,1132.49
2016-09-08,Jack Rabbit,92,73,3744.38,3060.37
2016-09-09,Copacabana,132,258,708.13,752.52
2016-09-09,Noodle Bar,173,151,4269.22,217.78
2016-09-09,Jack Rabbit,22,51,2851.56,161.19
2016-09-10,Copacabana,105,292,4553.99,790.49
2016-09-10,Noodle Bar,164,139,2073.47,2904.79
2016-09-10,Jack Rabbit,265,109,692.48,4469.24
2016-09-11,Copacabana,205,235,1001.28,3787.44
2016-09-11,Noodle Bar,247,91,3890.44,4971.63
2016-09-11,Jack Rabbit,252,110,4497.58,1217.89
2016-09-12,Copacabana,159,204,2047.2,1890.1
2016-09-12,Noodle Bar,247,167,1496.55,4174.3
2016-09-12,Jack Rabbit,57,151,2430.14,3860.8
2016-09-13,Copacabana,228,160,4016.67,379.76
2016-09-13,Noodle Bar,130,27,352.5,1188.65
2016-09-13,Jack Rabbit,122,96,2796.29,25.83
2016-09-14,Copacabana,7,103,24.53,39.39
2016-09-14,Noodle Bar,233,150,3914.52,2894.27
2016-09-14,Jack Rabbit,35,66,4332.77,2207.03
2016-09-15,Copacabana,40,13,4922.65,3372.6
2016-09-15,Noodle Bar,35,266,4864.54,324.34
2016-09-15,Jack Rabbit,154,230,508.73,1941.14
2016-09-16,Copacabana,3,114,1109.59,3162.83
2016-09-16,Noodle Bar,147,64,4643.11,213.95
2016-09-16,Jack Rabbit,121,224,1404.94,1685.52
2016-09-17,Copacabana,243,8,4834.91,3043.24
2016-09-17,Noodle Bar,150,14,4326.66,2434.32
2016-09-17,Jack Rabbit,141,277,1170.18,4346.37
2016-09-18,Copacabana,82,165,1077.7,782.82
2016-09-18,Noodle Bar,236,264,658.91,3603.17
2016-09-18,Jack Rabbit,132,124,1244.4,103.69
2016-09-19,Copacabana,262,129,2088.51,2455.25
2016-09-19,Noodle Bar,67,94,543.24,3949.31
2016-09-19,Jack Rabbit,126,218,2707.12,4261.53
2016-09-20,Copacabana,246,211,397.7,2251.11
2016-09-20,Noodle Bar,295,229,4642.01,4339.12
2016-09-20,Jack Rabbit,252,207,4503.36,3083.3
2016-09-21,Copacabana,270,205,2665.4,2466.08
2016-09-21,Noodle Bar,262,119,1525.71,654.89
2016-09-21,Jack Rabbit,254,119,3526.72,3364.81
2016-09-22,Copacabana,216,110,23.46,4251.82
2016-09-22,Noodle Bar,96,192,3470.27,1273.14
2016-09-22,Jack Rabbit,40,257,3830.91,590.47
2016-09-23,Copacabana,262,134,1170.41,1419.8
2016-09-23,Noodle Bar,63,132,122.79,4918.73
2016-09-23,Jack Rabbit,92,63,2822.82,2032.54
2016-09-24,Copacabana,169,111,2708.75,2785.18
2016-09-24,Noodle Bar,218,18,1261.95,1426.32
2016-09-24,Jack Rabbit,145,206,2659.44,2470.42
2016-09-25,Copacabana,59,122,345.79,3427.51
2016-09-25,Noodle Bar,82,203,1160.1,159.58
2016-09-25,Jack Rabbit,216,268,1710.24,3711.78
2016-09-26,Copacabana,299,56,3224.1,3608.63
2016-09-26,Noodle Bar,55,152,4584.79,2108.1
2016-09-26,Jack Rabbit,26,227,290.77,2704.27
2016-09-27,Copacabana,99,150,2204.61,2180.12
2016-09-27,Noodle Bar,274,172,4077.36,3558.69
2016-09-27,Jack Rabbit,135,55,4563.13,1605.42
2016-09-28,Copacabana,159,220,4751.65,4609.35
2016-09-28,Noodle Bar,200,208,1996.62,1673.57
2016-09-28,Jack Rabbit,270,193,164.52,4954.32
2016-09-29,Copacabana,156,202,2414.76,927.48
2016-09-29,Noodle Bar,252,18,67.47,2927.85
2016-09-29,Jack Rabbit,73,64,2133.75,3762.75
2016-09-30,Copacabana,252,229,1789.91,3294.17
2016-09-30,Noodle Bar,141,298,582.3,2270.32
2016-09-30,Jack Rabbit,264,83,830.14,2353.35
2016-10-01,Copacabana,270,176,3059.7,1374.76
2016-10-01,Noodle Bar,66,285,1506.31,343.54
2016-10-01,Jack Rabbit,118,187,3642.44,1102.24
2016-10-02,Copacabana,19,81,3111.5,4018.85
2016-10-02,Noodle Bar,245,203,1591.41,3462.08
2016-10-02,Jack Rabbit,40,185,4103.55,3059.65
2016-10-03,Copacabana,84,151,372.72,8.76
2016-10-03,Noodle Bar,285,141,3575.63,1303.94
2016-10-03,Jack Rabbit,71,174,2359.42,4004.57
2016-10-04,Copacabana,93,279,1167.55,1019.59
2016-10-04,Noodle Bar,42,60,681.49,2738.81
2016-10-04,Jack Rabbit,203,261,3201.5,803.37
2016-10-05,Copacabana,74,26,1961.62,2702.66
2016-10-05,Noodle Bar,182,34,4292.14,4278.74
2016-10-05,Jack Rabbit,184,229,3173.35,2051.98
2016-10-06,Copacabana,264,41,2020.24,934.86
2016-10-06,Noodle Bar,31,210,1980.15,2096.83
2016-10-06,Jack Rabbit,220,177,3889.82,4046.85
2016-10-07,Copacabana,228,96,2196.37,3379.69
2016-10-07,Noodle Bar,221,4,3568.64,992.18
2016-10-07,Jack Rabbit,185,186,2768.72,3281.62
2016-10-08,Copacabana,300,15,2321.57,4748.42
2016-10-08,Noodle Bar,170,71,1291.89,1591.25
2016-10-08,Jack Rabbit,14,114,3277.87,3950.72
2016-10-09,Copacabana,152,122,354.01,2669.09
2016-10-09,Noodle Bar,207,20,4529.97,2845.87
2016-10-09,Jack Rabbit,14,165,4139.26,3150.06
2016-10-10,Copacabana,185,22,3648.91,859.6
2016-10-10,Noodle Bar,105,280,1492.62,494.04
2016-10-10,Jack Rabbit,199,38,4067.81,1511.11
2016-10-11,Copacabana,92,293,2558.82,4137.55
2016-10-11,Noodle Bar,279,165,2592.58,1196.81
2016-10-11,Jack Rabbit,80,275,4458.78,1298.39
2016-10-12,Copacabana,220,16,319.46,4055.25
2016-10-12,Noodle Bar,143,263,3970.79,1410.88
2016-10-12,Jack Rabbit,31,229,3063.6,3223.27
2016-10-13,Copacabana,208,105,4334.4,1999.18
2016-10-13,Noodle Bar,73,295,4051.03,1091.85
2016-10-13,Jack Rabbit,223,9,3387.31,3784.47
2016-10-14,Copacabana,148,251,4596.47,4145.65
2016-10-14,Noodle Bar,278,254,4890.55,79.3
2016-10-14,Jack Rabbit,244,298,1484.58,4329.38
2016-10-15,Copacabana,65,141,635.87,4159.31
2016-10-15,Noodle Bar,116,180,395.36,4208.72
2016-10-15,Jack Rabbit,207,192,1714.45,1258.89
2016-10-16,Copacabana,43,92,4191.43,2226.52
2016-10-16,Noodle Bar,159,99,1928.63,3687.0
2016-10-16,Jack Rabbit,143,250,93.49,4509.2
2016-10-17,Copacabana,88,229,3018.16,2166.39
2016-10-17,Noodle Bar,199,79,1435.86,2803.73
2016-10-17,Jack Rabbit,124,286,2776.22,4300.56
2016-10-18,Copacabana,134,234,310.67,173.19
2016-10-18,Noodle Bar,78,92,2610.97,4710.2
2016-10-18,Jack Rabbit,71,193,3057.63,601.04
2016-10-19,Copacabana,238,170,2016.14,2967.29
2016-10-19,Noodle Bar,229,295,4132.04,4959.96
2016-10-19,Jack Rabbit,88,50,240.19,1883.38
2016-10-20,Copacabana,158,173,705.9,2943.8
2016-10-20,Noodle Bar,179,105,4888.14,4192.51
2016-10-20,Jack Rabbit,257,84,2613.64,4336.39
2016-10-21,Copacabana,255,184,2026.15,1508.82
2016-10-21,Noodle Bar,263,78,264.56,763.95
2016-10-21,Jack Rabbit,71,248,1895.23,467.45
2016-10-22,Copacabana,86,90,2820.16,2048.78
2016-10-22,Noodle Bar,60,266,3973.24,2711.04
2016-10-22,Jack Rabbit,124,200,2423.42,2211.77
2016-10-23,Copacabana,31,243,647.97,2810.79
2016-10-23,Noodle Bar,244,228,2516.55,4370.25
2016-10-23,Jack Rabbit,292,109,2307.17,3395.84
2016-10-24,Copacabana,18,203,1608.2,2148.39
2016-10-24,Noodle Bar,130,7,3267.4,10.49
2016-10-24,Jack Rabbit,1,132,4006.16,4648.25
2016-10-25,Copacabana,13,212,4282.33,719.11
2016-10-25,Noodle Bar,56,89,3532.66,2363.33
2016-10-25,Jack Rabbit,201,120,4423.98,1335.75
2016-10-26,Copacabana,291,109,1854.72,3183.59
2016-10-26,Noodle Bar,204,40,2398.75,2440.81
2016-10-26,Jack Rabbit,278,87,2154.36,2484.89
2016-10-27,Copacabana,85,29,2253.07,4204.25
2016-10-27,Noodle Bar,22,45,2650.15,3352.39
2016-10-27,Jack Rabbit,181,241,1977.05,1401.43
2016-10-28,Copacabana,179,101,1167.44,1789.57
2016-10-28,Noodle Bar,40,224,160.19,1037.13
2016-10-28,Jack Rabbit,141,40,99.56,2292.66
2016-10-29,Copacabana,240,178,1843.15,1814.93
2016-10-29,Noodle Bar,52,212,3183.69,461.87
2016-10-29,Jack Rabbit,256,138,3693.97,4883.41
2016-10-30,Copacabana,228,52,1535.86,528.15
2016-10-30,Noodle Bar,58,273,2168.23,1864.27
2016-10-30,Jack Rabbit,116,182,4324.72,197.26
2016-10-31,Copacabana,68,54,4805.51,844.44
2016-10-31,Noodle Bar,103,193,1646.29,799.11
2016-10-31,Jack Rabbit,176,160,1409.42,1830.78
2016-11-01,Copacabana,206,170,162.93,1646.44
2016-11-01,Noodle Bar,32,298,1701.09,3023.38
2016-11-01,Jack Rabbit,146,238,2350.26,3193.33
2016-11-02,Copacabana,168,30,3648.28,1595.1
2016-11-02,Noodle Bar,159,242,2846.35,4168.92
2016-11-02,Jack Rabbit,221,63,4031.96,4132.66
2016-11-03,Copacabana,268,47,2594.51,3127.87
2016-11-03,Noodle Bar,103,6,2066.12,4193.28
2016-11-03,Jack Rabbit,93,70,664.23,4291.67
2016-11-04,Copacabana,35,8,4441.95,2181.74
2016-11-04,Noodle Bar,6,4,4246.68,3286.72
2016-11-04,Jack Rabbit,213,51,908.98,1883.99
2016-11-05,Copacabana,162,210,318.71,3348.29
2016-11-05,Noodle Bar,65,53,3658.63,880.64
2016-11-05,Jack Rabbit,273,95,3230.01,1339.44
2016-11-06,Copacabana,46,114,3856.12,595.61
2016-11-06,Noodle Bar,67,243,545.72,889.18
2016-11-06,Jack Rabbit,9,258,988.36,1286.94
2016-11-07,Copacabana,131,205,814.91,1145.7
2016-11-07,Noodle Bar,189,57,1166.19,570.31
2016-11-07,Jack Rabbit,71,89,2725.93,2047.86
2016-11-08,Copacabana,90,52,4474.93,558.32
2016-11-08,Noodle Bar,54,87,3383.16,2949.07
2016-11-08,Jack Rabbit,104,194,3056.86,4097.21
2016-11-09,Copacabana,201,45,1124.03,1990.75
2016-11-09,Noodle Bar,83,61,3656.21,1920.0
2016-11-09,Jack Rabbit,90,148,4046.02,323.12
2016-11-10,Copacabana,259,76,421.25,1504.2
2016-11-10,Noodle Bar,23,44,413.53,243.38
2016-11-10,Jack Rabbit,91,2,3674.04,2136.45
2016-11-11,Copacabana,23,53,4532.69,1921.17
2016-11-11,Noodle Bar,108,268,1007.56,163.25
2016-11-11,Jack Rabbit,102,191,769.13,383.99
2016-11-12,Copacabana,21,14,1300.41,3443.06
2016-11-12,Noodle Bar,93,142,2892.21,2366.33
2016-11-12,Jack Rabbit,197,102,469.32,1781.76
2016-11-13,Copacabana,38,263,3366.96,2840.0
2016-11-13,Noodle Bar,234,203,4095.44,965.75
2016-11-13,Jack Rabbit,63,191,1005.11,4934.18
2016-11-14,Copacabana,171,266,4093.69,4921.19
2016-11-14,Noodle Bar,26,93,3896.76,1630.09
2016-11-14,Jack Rabbit,75,0,2470.96,2443.38
2016-11-15,Copacabana,115,186,1541.21,2270.83
2016-11-15,Noodle Bar,161,209,4953.18,4276.82
2016-11-15,Jack Rabbit,31,154,1412.37,2408.07
2016-11-16,Copacabana,213,257,1700.88,2280.9
2016-11-16,Noodle Bar,286,63,4220.1,1558.29
2016-11-16,Jack Rabbit,187,7,1910.67,1514.28
2016-11-17,Copacabana,9,77,3291.65,1852.94
2016-11-17,Noodle Bar,106,251,3617.04,2386.08
2016-11-17,Jack Rabbit,285,125,824.03,362.45
2016-11-18,Copacabana,232,198,4730.02,4466.49
2016-11-18,Noodle Bar,263,256,2966.58,463.52
2016-11-18,Jack Rabbit,5,178,3344.51,253.09
2016-11-19,Copacabana,297,5,2891.29,1938.79
2016-11-19,Noodle Bar,200,121,1226.18,3025.61
2016-11-19,Jack Rabbit,184,175,2563.91,1650.93
2016-11-20,Copacabana,195,48,389.88,623.33
2016-11-20,Noodle Bar,157,229,4974.29,4531.2
2016-11-20,Jack Rabbit,216,123,3420.77,1554.5
2016-11-21,Copacabana,166,157,2487.53,4932.66
2016-11-21,Noodle Bar,242,195,3279.16,904.7
2016-11-21,Jack Rabbit,20,233,4318.88,3573.42
2016-11-22,Copacabana,92,67,4509.87,3528.1
